genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Oenococcus kitaharae,336988,NRIC 0605,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,,42,,AB221475,50.9,20
Francisella marina,2249302,E95-16,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,GCA_008369785.1,,2.1,MH057668,51.5,20
Runella palustris,1681844,HMF3829,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,,46.2,,KT273904,51.6,20
Flavobacterium verecundum,1655235,TTM-46,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,39,,LN849950,51.1,20
Endozoicomonas acroporae,1701104,Acr-14,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,,49.1,,LN875493,55.6,20
Desulfoprunum benzoelyticum,1506996,KoBa311,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfoprunum,,52.3,,KJ766003,53.9,20
Vibrio astriarenae,1481923,C7,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,46.3,,KP342514,54.1,20
Chryseobacterium artocarpi,1414727, UTM-3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,34.8,,KF751867,50.5,20
Taeseokella kangwonensis,1230648,HME8275,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Taeseokella,,37.6,,JX426065,50.3,20
Streptomyces chiangmaiensis,766497,TA4-1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,69.2,,AB562507,59.6,20
Micromonospora humi,745366,P0402,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,,73,,GU459068,60.1,20
Algoriphagus taeanensis,649201,HMC4223,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,48.4,,FJ986206,55.1,20
Allocatelliglobosispora scoriae,643052,Sco-B14,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Allocatelliglobosispora,,70.1,,FN386736,58.7,20
Salinicoccus jeotgali,381634,S2R53-5,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,,47,,DQ471329,56.1,20
Methylobacterium jeotgali,381630,S2R03-9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,64.9,,DQ471331,56.7,20
Enterobacter mori,539813, R18-2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,55.1,,EU721605,55.1,20
Rubellimicrobium rubrum,2585369,YIM 131921,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,66.6,,MK610812,58.4,20
Fuerstia marisgermanicae,1891926,NH11,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstia,GCA_001983935.1,55.9,8.9,KX757851,54.4,20
Aureisphaera galaxeae,1538023,04OKA003-7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureisphaera,,41,,AB983370,54,20
Rhodopirellula caenicola,1536901,YM26-125 ,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,,57.5,,AB983339,54.4,20
Wenyingzhuangia gracilariae,1536900,N5DB13-4 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,,34.1,,AB983340,49.4,20
Sphingomonas panaciterrae,1462999,DCY91,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,65.8,,KF915801,54.1,20
Algisphaera agarilytica,1385975,06SJR6-2,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Algisphaera,,63,,AB845176,53.5,20
Cnuella takakiae,1302690,RG1-1,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Cnuella,,49.1,,KC560021,53.3,20
Humibacter antri,1280375,D7-27,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Humibacter,,66.3,,HF570028,56.9,20
Gordonia alkaliphila,1053547,CJ10,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,,67.7,,JN008111,57.7,20
Bradyrhizobium arachidis,858423,CCBAU 051107,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,60.1,,HM107167,55.4,20
Dactylosporangium luridum,649008,BK63,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,,70,,FJ973605,59.3,20
Methylobacterium gossipiicola,582675,Gh-105,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,64.2,,EU912445,57,20
Mucilaginibacter gossypii,551996,Gh-67,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,GCA_003286435.2,42.7,7.6,EU672804,51,20
Mucilaginibacter gossypiicola,551995,Gh-48,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,44.2,,EU672805,50.6,20
Methylophilus rhizosphaerae,492660,CBMB127,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,,47.9,,EU194887,52,20
Methylobacterium phyllosphaerae,418223,CBMB27,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,GCA_001936175.1,69.6,6.3,EF126746,57.1,20
Salinispora pacifica,351187,CNR-114,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,,68.9,,DQ224161,59.9,20
Methylobacterium oryzae,334852,CBMB20 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,GCA_000757795.1,69.8,6.3,AY683045,57.2,20
Kocuria himachalensis,322508,K07-05,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,75,,AY987383,57.2,20
Methylobacterium variabile,298794,GR3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,69.2,,AJ851087,58.2,20
Methylobacterium aquaticum,270351,GR16 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,GCA_001548015.1,70.8,7.6,AJ635303,57.8,20
Winogradskyella aurantiaca,2219558,IMCC20180,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,37.7,,KX061440,49.1,20
Deinococcus persicinus,1848199,KSY3-6,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,62,,NR_153716,55.6,20
Flavobacterium amniphilum,1834035,KYPY10,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,41,,LT555403,50.6,20
Echinicola strongylocentroti,1795355,MEBiC08714,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,GCA_003260975.1,44.1,6.3,KU647633,55.5,20
Phenylobacterium panacis,1757089,DCY109,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,66.9,,KT191026,55.9,20
Ascidiimonas aurantiaca,1685432,N5DA8-2C,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ascidiimonas,,41,,LC066536,50.1,20
Wenyingzhuangia aestuarii,1647582,MN1-138,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,,33.1,,LC052784,49,20
Pseudoruegeria limi,1367865,D-17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoruegeria,,63.6,,KF303136,55.1,20
Sphingomonas lacus,1355329,PB304,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,66.6,,KF214258,54.7,20
Pacificimonas flava,1234595,JLT2015,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Pacificimonas,,64.2,,JX845636,54.4,20
Asinibacterium lactis,1162689,LCJ02,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Asinibacterium,,49.2,,JQ638910,50.3,20
Flavobacterium aciduliphilum,1101402,JJ013,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,33.9,,JN712178,50,20
Lacihabitans lacunae,1028214,HME7103,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Lacihabitans,,40.6,,JF700250,50.9,20
Lacihabitans soyangensis,869394,HME6675,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Lacihabitans,,37.7,,HM590831,50.5,20
Pelagicola litoralis,420403,CL-ES2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagicola,,47,,EF192392,54.1,20
Caulobacter ginsengisoli,400775,Gsoil 317,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,,65.5,,AB271055,55.5,20
Bacillus pocheonensis,363869,Gsoil 420,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,44.9,,AB245377,54.7,20
Cyclobacterium marinum,104,Raj,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,GCA_000222485.1,38.1,6.2,AJ575266,53.5,20
Oenococcus oeni,1247,ATCC 23279,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,GCA_000014385.1,37.9,1.8,AB022924,50.2,20
Terrabacter koreensis,1357496,THG-e54,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter,,71,,KF314196,56.9,20
Chryseobacterium solincola,510955,1YB-R12,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,40.9,,EU516352,49.9,20
Comamonas badia,265291,IAM 14839,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,,66.3,,AB164432,55.9,20
Roseimicrobium gellanilyticum,748857,DC2a-G7,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,,60.1,,AB552861,54.8,20
Cellulophaga fucicola,76595,LMG 18536,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,,32.4,,AJ005973,49.6,20
Cellulophaga baltica,76594,LMG 18535,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,GCA_000468615.2,34.7,4.6,AJ005972,50.6,20
Klenkia marina,1960309,YIM M13156,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Klenkia,,74.4,,LT746188,59,20
Shimia isoporae,647720,SW6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia,,54.9,,FJ976449,54.9,20
Gangjinia marincola,578463,GJ16,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gangjinia,,39.4,,FJ463655,50.1,20
Persicirhabdus sediminis,454144,YM20-087,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Persicirhabdus,,50.4,,AB331886,53.4,20
Pelagicoccus croceus,431270,N5FB36-5,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Pelagicoccus,,51.6,,AB297922,53.1,20
Methylobacterium platani,427683,PMB02,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,68.5,,EF426729,57.5,20
Pectobacterium peruviense,2066479,IFB5232,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,,51.1,,MF589613,54.6,20
Streptomyces marinus,582854,Sp080513GE-26,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,72,,AB473554,59.1,20
Temperatibacter marinus,1456591,5墩11휑,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Temperatibacteraceae,Temperatibacter,,44.3,,AB906690,53.3,20
Flavobacterium lacunae,1591407,AHQ-46,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,32.1,,LN717318,51,20
Nonomuraea solani,1144553,NEAU-Z6,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,,64.5,,JQ073731,59.8,20
Spirosoma metallilatum,1634990,TX0405,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,51.9,,KP185151,54.7,20
Spirosoma endophyticum,662367,EX36,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,47.2,,GQ342559,54.3,20
Cryobacterium mesophilum,433647,MSL-15 ,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium,,70,,EF466127,56.1,20
Kribbella yunnanensis,190194,YIM 30006,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,,68.6,,AY082061,58.5,20
Lutibacter agarilyticus,1109740,KYW566,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,,41.6,,JN864028,49.3,20
Silvibacterium bohemicum,1577686,S15,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Silvibacterium,,58.2,,KP120761,54.7,20
Natronolimnobius innermongolicus,253107,N-1311,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronolimnobius,,63,,AB125108,58.1,19
Saccharomonospora colocasiae,2040474,S265,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,,69,,MF185148,59.4,19
Tindallia magadiensis,69895, Z-7934,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Tindallia,,37.6,,Y15626,54.7,19
Methyloceanibacter caenitepidi,1384459,Gela4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,Methyloceanibacter,GCA_000828475.1,62.8,3.4,AB794104,56,19
Acetonema longum,2374,APO-1,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Acetonema,,51.5,,AJ010964,54.8,19
Solirubrobacter pauli,166793,B33D1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,71.8,,AY039806,57.8,19
Clostridium kluyveri,1534,ATCC 8527,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,GCA_000016505.1,32,4,M59092,52.4,19
Sporomusa termitida,2377,JSN-2,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,GCA_007641255.1,49.1,5.3,M61920,53.4,19
Frateuria terrea,529704,VA24,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,,67.4,,EU682683,56.2,19
Thiogranum longum,1537524,gps52 ,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thiogranum,,53.8,,AB983478,54,19
Sporomusa aerivorans,204936,TmAO3,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,,,,AJ506191,53.8,19
Tenacibaculum amylolyticum,104269,CIP 107214,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,,31,,AB032505,50.1,19
Archangium disciforme,38,CMU 1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,,,,HE582771,57.1,19
Amphibacillus tropicus,173040,Z-7792,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,,39.2,,AF418602,53.2,18
Halarchaeum nitratireducens,489913,MH1-136-2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,,61.2,,AB372515,57.7,18
Natronobiforma cellulositropha,1679076,AArcel5,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobiforma,,65.5,,MG938052,57.8,18
Paenibacillus ehimensis,79264,EAG-5,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,53.9,,AB021184,56.2,18
Salisediminibacterium halotolerans,517425,halo-2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,,48.2,,EU581836,56.1,18
Salsuginibacillus halophilus,517424,halo-1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salsuginibacillus,,46.4,,EU581835,55.2,18
Thermomonas haemolytica,141949,A50-7-3 ,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,,,,NR_025441,56.8,18
Haloferax sulfurifontis,255616,M6,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,,60.5,,AY458601,56.8,18
Maledivibacter halophilus,36842,M1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Maledivibacter,,26.9,,NR_125713,53.1,18
Micromonospora chersina,47854,M956-1,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,,72.9,,X92628,60.3,18
Oceanobacillus indicireducens,1004261,A21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,39.7,,AB623011,54.3,18
Clostridium sulfidigenes,318464,SGB2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,32.3,,EF199998,51.9,18
Desulfocucumis palustris,1898651,NAW-5,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfocucumis,,46.6,,LC183909,55.5,18
Methanococcus maripaludis,39152,JJ,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,GCA_000017225.1,33.3,1.8,U38484,54.8,18
Methanoculleus hydrogenitrophicus,648796,HC,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,,60.2,,FJ977567,56.6,18
Gracilibacillus aidingensis,2691156,YIM 98001,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,,36.5,,KY427823,55,18
Mycoplasma feriruminatoris,1179777,G5847,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,24.1,,NZ_KB199603,47.9,18
Paenibacillus ginsengarvi,400777,Gsoil 139,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,48.1,,AB271057,56.2,18
Clostridium thiosulfatireducens,150336,Lup 21,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,31.4,,NR_042718,51.9,18
Andreesenia angusta,39480,MK-1,Bacteria,Firmicutes,Tissierellia,Tissierellales,Gottschalkiaceae,Andreesenia,,40,,L34612,53.4,18
Paenibacillus konkukensis,2020716,SK-3146,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,53.8,,KX462877,56,18
Streptomyces durbertensis,2448886,NEAU-S1GS20,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,72.8,,KY318506,58.8,18
Actinoplanes lobatus,113568, ATCC 15350,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,,,,AB037006,59.3,18
Actinoplanes digitatis,1868,ATCC 15349,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,,73,,AB037000,59.6,18
Staphylococcus capitis,29388,LK499,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,GCA_001028645.1,32.9,2.5,L37599,51.5,18
Staphylococcus haemolyticus,1283,ATCC 29970,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,GCA_000009865.1,32.8,2.7,D83367,51.4,18
Bacillus crescens,1563637,JC247 ,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,48.2,,LN625239,55.1,18
Nocardiopsis trehalosi,109329,CIP 106425,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,,,,AF105972,59,18
Paenibacillus chitinolyticus,79263,EAG-3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,GCA_004117095.1,52.4,6.5,AB021183,55.7,18
Alishewanella aestuarii,453835,B11,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,,49.5,,EF660759,53.8,18
Clostridium tunisiense,219748,E1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,32.6,,AY187622,52.3,18
Saccharospirillum correiae,1808867,CPA1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,,55.2,,KY310592,54.5,18
Glycomyces tarimensis,1268671,TRM 45387,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,,71.3,,KC112995,59,18
Lysobacter xinjiangensis,546892,RCML-52,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,69.7,,EU833988,56.8,18
Paenibacillus shunpengii,2054424,YYJ7-1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,39.4,,KX900571,54.5,18
Mangrovicoccus ximenensis,1911570, T1lg56,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Mangrovicoccus,,67.2,,KY012060,56.1,18
Actinomadura hankyongense,2707111,Gsoil 556,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,,73.1,,KY078843,59.6,18
Mesorhizobium hankyongi,2707057,Gsoil 531,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,62.9,,KY078835,56.1,18
Sphingomonas aquatica,1763824,W1-2-1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,67.1,,KT309085,54.3,18
Methanosarcina vacuolata,2215,2-761 ,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,GCA_000969905.1,39.7,4.6,U20150,53.3,18
Pseudonocardia acaciae,551276,GMKU095,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,,71.6,,EU921261,59.2,18
Serratia microhaemolytica,2675110,ZS-11,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,49.3,,MH179307,54.3,18
Prauserella endophytica,1592324,SP28S-3,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella,,69.7,,KM670438,58.6,18
Dehalogenimonas alkenigignens,1217799, IP3-3,Bacteria,Chloroflexi,Dehalococcoidia,,,Dehalogenimonas,,55.5,,JQ994266,54.5,18
Saccharopolyspora phatthalungensis,664693,SR8.15,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,,70.3,,GQ381309,58.5,18
Novosphingobium pokkalii,1770194,L3E4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,68.3,,KT337427,54.8,18
Sphingomonas hankyongensis,1763773,W1-2-4 ,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,67.1,,KT309084,54.8,18
Niabella ginsenosidivorans,1176587,BS26,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niabella,GCA_001654455.1,44.5,5.6,JQ349050,52.1,18
Pseudomonas aestusnigri,857252,VGXO14,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,60.9,,HG004394,53.4,18
Sphingomonas ginsenosidimutans,862134,Gsoil 1429,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,65.6,,HM204925,55.7,18
Paenibacillus dongdonensis,1476543,KUDC0114,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,44.3,,KF425513,54.6,18
Glycomyces fuscus,1407559,TRM 49117,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,,72,,AB857717,60,18
Chryseomicrobium palamuruense,682973,PU1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chryseomicrobium,,48.5,,FN555708,55.7,18
Paralkalibacillus indicireducens,1920268,Bps-1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Paralkalibacillus,,40.3,,LC197841,54.6,18
Streptomyces caldifontis,1682723,NCCP-1331,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,69.8,,LC065358,58.6,18
Isoptericola salitolerans,1232657,TRM F109,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,,73.5,,JX453452,58.4,18
Streptomyces harbinensis,1176198,NEAU-Da3,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,73.2,,JQ750974,59,18
Nubsella zeaxanthinifaciens,392412,TDMA-5,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Nubsella,,38.6,,AB264126,54.6,18
Deinococcus depolymerans,392408,TDMA-24,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,70.6,,AB264134,55.5,18
Pseudonocardia tritici,2670332,NEAU-YY211,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,,72.6,,MG753995,59.3,18
Promicromonospora viridis,2665664,NEAU-JGR1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Promicromonospora,,74.3,,MF611698,57.9,18
Streptomyces tritici,2054410,NEAU-A4,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71.9,,KY744943,58.6,18
Streptomyces gamaensis,1763542,NEAU-Gz11,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,,,KT963951,59.4,18
